BarChartType,ModelName,SamplingTarget,SamplingMethod,DownSamplingLevel,RunIndex,MeanError
5,ResNet50,Height,OOD,4,1,0.2896943785
5,ResNet50,Height,OOD,4,2,0.188576106
5,ResNet50,Height,OOD,4,3,0.177482422
5,ResNet50,Height,OOD,4,4,0.37852160949999997
5,ResNet50,Height,OOD,8,0,0.288535527
5,ResNet50,Height,OOD,8,1,0.299391775
5,ResNet50,Height,OOD,8,2,0.246939878
5,ResNet50,Height,OOD,8,3,0.262066192
5,ResNet50,Height,OOD,8,4,0.3258462565
5,ResNet50,Height,OOD,16,0,0.282802117
5,ResNet50,Height,OOD,16,1,0.3142837395
5,ResNet50,Height,OOD,16,2,0.24773898749999998
5,ResNet50,Height,OOD,16,3,0.3068273605
5,ResNet50,Height,OOD,16,4,0.34072955699999996
